image_name,BoxesString
001079.png,47 110 64 126
001080.png,108 66 128 81
001081.png,90 28 108 47
001082.png,42 22 60 35
001083.png,28 1 44 19
001084.png,96 91 112 107
001085.png,70 110 81 121
001086.png,1 110 19 126
001087.png,111 39 125 52
001088.png,9 46 24 62
001089.png,21 33 35 49
001090.png,112 3 124 17
001091.png,3 110 17 126
001092.png,110 54 126 71
001093.png,53 113 63 123
001094.png,69 60 83 74
001095.png,1 0 19 20
001096.png,63 2 79 19
001097.png,16 61 35 75
001098.png,112 27 124 39
001099.png,93 48 109 67
001100.png,48 91 64 109
001101.png,13 4 25 16
001102.png,21 60 31 70
001103.png,29 93 48 111
001104.png,75 39 86 50
001105.png,22 87 36 101
001106.png,112 50 124 61
001107.png,2 47 18 67
001108.png,113 28 123 38
001109.png,97 99 111 112
001110.png,46 66 60 80
001111.png,32 113 42 123
001112.png,3 109 17 127
001113.png,33 60 53 79
001114.png,3 54 20 72
001115.png,109 113 121 123
001116.png,42 6 59 21
001117.png,12 83 27 101
001118.png,33 52 46 67
001119.png,45 75 58 87
001120.png,43 67 57 80
001121.png,113 113 123 123
001122.png,68 59 83 77
001123.png,33 10 54 31
001124.png,27 112 39 124
001125.png,53 45 72 60
001126.png,62 79 77 91
001127.png,20 67 36 80
001128.png,108 25 119 37
001129.png,11 108 23 118
001130.png,48 31 67 49
001131.png,90 96 104 110
001132.png,4 4 16 16
001133.png,37 98 53 113
001134.png,10 59 22 72
001135.png,70 109 90 127
001136.png,32 14 44 25
001137.png,12 64 23 75
001138.png,35 113 46 123
001139.png,27 41 37 51
001140.png,63 2 76 18
001141.png,101 57 122 72
001142.png,97 68 109 81
001143.png,57 22 72 38
001144.png,28 46 41 57
001145.png,72 100 87 115
001146.png,74 35 92 51
001147.png,70 15 85 31
001148.png,85 99 95 109
001149.png,113 113 123 123
001150.png,23 113 33 123
001151.png,57 49 72 65
001152.png,8 20 22 32
001153.png,13 72 26 85
001154.png,3 93 17 107
001155.png,103 82 124 101
001156.png,40 5 52 18
001157.png,12 17 23 31
001158.png,112 108 124 121
001159.png,63 7 75 18
001160.png,18 75 29 85
001161.png,34 62 46 75
001162.png,4 36 16 49
001163.png,110 111 126 125
001164.png,11 101 22 112
001165.png,8 111 26 126
001166.png,98 37 112 53
001167.png,80 32 91 45
001168.png,33 37 43 47
001169.png,14 81 26 94
001170.png,110 53 126 70
001171.png,21 59 35 75
001172.png,88 112 101 124
001173.png,69 5 81 15
001174.png,2 9 18 28
001175.png,58 2 74 18
001176.png,105 85 119 99
001177.png,73 51 93 66
001178.png,112 112 124 124
001179.png,102 47 118 64
001180.png,44 3 63 21
001181.png,34 53 44 63
001182.png,41 108 55 122
001183.png,8 55 19 67
001184.png,38 4 50 16
001185.png,112 45 124 57
001186.png,69 56 82 71
001187.png,55 82 68 95
001188.png,61 41 77 60
001189.png,13 111 30 125
001190.png,5 19 15 29
001191.png,3 3 19 19
001192.png,113 48 123 58
001193.png,110 106 126 120
001194.png,40 92 61 114
001195.png,107 53 118 65
001196.png,81 1 99 19
001197.png,85 111 97 125
001198.png,52 2 67 18
001199.png,3 79 20 93
001200.png,42 49 56 64
001201.png,10 13 27 26
001202.png,4 75 16 90
001203.png,71 59 85 73
001204.png,36 83 51 96
001205.png,98 88 113 104
001206.png,60 111 73 125
001207.png,74 66 86 78
001208.png,10 29 20 39
001209.png,77 31 93 49
001210.png,31 57 46 75
001211.png,55 62 68 75
001212.png,100 55 118 73
001213.png,53 50 72 70
001214.png,56 113 66 123
001215.png,49 46 59 56
001216.png,64 111 79 125
001217.png,47 58 59 70
001218.png,98 59 115 77
001219.png,77 11 92 26
001220.png,109 8 127 27
001221.png,106 4 117 17
001222.png,62 31 74 44
001223.png,89 35 110 50
001224.png,30 5 44 18
001225.png,78 13 91 27
001226.png,14 98 29 114
001227.png,48 95 61 110
001228.png,33 48 45 60
001229.png,111 88 125 101
001230.png,109 36 119 46
001231.png,41 104 52 115
001232.png,4 60 17 73
001233.png,50 39 63 51
001234.png,107 40 120 57
001235.png,111 112 125 124
001236.png,50 50 63 62
001237.png,0 75 20 93
001238.png,14 48 29 62
001239.png,61 104 72 115
001240.png,40 66 53 79
001241.png,64 88 78 102
001242.png,60 27 73 40
001243.png,56 85 73 102
001244.png,50 48 62 61
001245.png,113 52 123 62
001246.png,4 36 16 52
001247.png,44 111 58 125
001248.png,103 94 114 104
001249.png,84 29 96 41
001250.png,110 38 126 52
001251.png,53 94 70 109
001252.png,21 95 34 107
001253.png,52 109 65 125
001254.png,102 18 116 38
001255.png,87 105 101 119
001256.png,71 18 85 34
001257.png,6 3 20 17
001258.png,87 5 98 15
001259.png,81 78 95 90
001260.png,80 105 91 117
001261.png,18 16 31 27
001262.png,106 55 119 69
001263.png,35 90 47 102
001264.png,15 56 25 66
001265.png,112 105 124 116
001266.png,5 22 15 33
001267.png,29 111 43 125
001268.png,105 71 116 82
001269.png,11 90 28 108
001270.png,36 44 49 58
001271.png,65 110 80 125
001272.png,4 95 18 112
001273.png,44 99 56 111
001274.png,81 105 91 116
001275.png,83 88 95 100
001276.png,18 59 33 77
001277.png,78 24 91 38
001278.png,38 87 51 101
001279.png,110 59 125 73
001280.png,86 32 99 44
001281.png,79 8 90 19
001282.png,95 32 105 43
001283.png,3 21 17 35
001284.png,96 66 113 83
001285.png,25 32 40 47
001286.png,68 6 83 20
001287.png,28 24 38 34
001288.png,88 92 100 103
001289.png,102 113 115 123
001290.png,108 10 122 24
001291.png,39 27 57 45
001292.png,41 98 56 113
001293.png,94 98 105 109
001294.png,109 37 127 53
001295.png,113 5 123 15
001296.png,75 4 86 16
001297.png,113 112 123 124
001298.png,88 32 100 44
001299.png,110 14 122 30
001300.png,41 26 58 42
001301.png,62 5 73 19
001302.png,113 86 123 97
001303.png,56 51 74 66
001304.png,51 19 65 33
001305.png,86 4 100 16
001306.png,59 111 74 125
001307.png,54 14 70 30
001308.png,5 105 15 115
001309.png,111 7 125 21
001310.png,90 106 100 116
001311.png,4 101 16 113
001312.png,34 7 52 24
001313.png,84 96 96 111
001314.png,48 111 58 121
001315.png,112 36 124 49
001316.png,55 86 72 107
001317.png,112 4 124 16
001318.png,111 53 125 73
001319.png,111 110 125 126
001320.png,27 104 40 115
001321.png,6 38 20 51
001322.png,102 108 117 124
001323.png,93 104 112 118
001324.png,45 20 58 32
001325.png,21 18 35 31
001326.png,1 60 19 78
001327.png,70 93 83 106
001328.png,87 90 102 103
001329.png,2 58 18 73
001330.png,99 3 119 21
001331.png,110 19 126 35
001332.png,93 32 104 43
001333.png,70 104 80 114
001334.png,26 91 36 101
001335.png,2 64 18 80
001336.png,48 64 60 75
001337.png,95 73 115 89
001338.png,94 36 104 46
001339.png,19 26 39 46
001340.png,48 16 63 31
001341.png,7 13 21 30
001342.png,42 108 62 128
001343.png,37 68 51 83
001344.png,87 20 107 41
001345.png,17 75 29 88
001346.png,89 108 105 128
001347.png,2 16 17 29
001348.png,79 43 91 56
001349.png,96 73 113 90
001350.png,79 21 90 35
001351.png,3 67 17 84
001352.png,45 102 60 118
001353.png,42 75 56 88
001354.png,79 78 94 93
001355.png,31 85 46 101
001356.png,79 92 91 105
001357.png,61 50 75 64
001358.png,91 102 107 116
001359.png,111 110 125 124
001360.png,109 36 126 53
001361.png,105 38 121 55
001362.png,17 12 30 25
001363.png,92 4 109 21
001364.png,8 47 23 62
001365.png,11 107 27 123
001366.png,34 76 51 94
001367.png,4 110 17 123
001368.png,13 72 26 84
001369.png,5 41 15 51
001370.png,111 73 125 87
001371.png,25 18 43 35
001372.png,76 89 92 107
001373.png,29 44 46 58
001374.png,42 2 59 18
001375.png,37 28 51 40
001376.png,6 112 18 124
001377.png,93 33 106 43
001378.png,71 36 83 48
001379.png,99 105 113 121
001380.png,1 111 19 125
001381.png,94 93 108 107
001382.png,23 67 33 79
001383.png,1 97 19 114
001384.png,32 95 44 109
001385.png,10 91 20 101
001386.png,24 4 36 16
001387.png,85 106 98 120
001388.png,12 23 23 34
001389.png,102 108 115 124
001390.png,87 3 100 17
001391.png,51 7 66 24
001392.png,84 34 101 51
001393.png,110 67 123 81
001394.png,29 5 42 17
001395.png,110 24 126 41
001396.png,20 4 32 16
001397.png,4 11 16 22
001398.png,21 4 34 16
001399.png,37 46 55 60
001400.png,18 27 35 45
001401.png,68 52 81 67
001402.png,30 56 43 69
001403.png,84 50 106 69
001404.png,71 78 88 95
001405.png,83 3 95 17
001406.png,19 26 32 41
001407.png,1 66 19 83
001408.png,6 113 18 123
001409.png,106 51 124 68
001410.png,11 56 26 71
001411.png,29 105 41 115
001412.png,59 70 75 86
001413.png,102 53 117 65
001414.png,74 29 90 42
001415.png,109 32 122 45
001416.png,18 36 28 46
001417.png,67 79 78 90
001418.png,111 110 124 124
001419.png,86 10 97 22
001420.png,105 13 116 25
001421.png,68 5 78 15
001422.png,61 113 71 123
001423.png,100 12 115 26
001424.png,75 110 89 126
001425.png,5 38 15 48
001426.png,110 80 126 95
001427.png,78 45 88 56
001428.png,98 50 110 66
001429.png,75 41 89 56
001430.png,106 37 119 51
001431.png,95 54 110 68
001432.png,4 27 22 47
001433.png,43 19 57 31
001434.png,1 1 19 19
001435.png,3 4 20 17
001436.png,4 55 16 69
001437.png,93 0 110 21
001438.png,23 2 39 18
001439.png,3 19 17 34
001440.png,76 105 87 116
001441.png,5 65 15 75
001442.png,27 27 41 44
001443.png,51 109 65 127
001444.png,11 32 23 44
001445.png,5 87 15 97
001446.png,103 13 113 23
001447.png,6 110 25 126
001448.png,112 45 124 59
001449.png,95 18 112 37
001450.png,98 29 110 40
001451.png,22 28 38 44
001452.png,44 110 59 126
001453.png,19 111 34 124
001454.png,3 38 17 53
001455.png,108 39 123 54
001456.png,63 111 75 125
001457.png,41 6 51 16
001458.png,4 38 16 50
001459.png,22 98 39 117
001460.png,22 26 41 46
001461.png,7 11 20 23
001462.png,97 30 108 41
001463.png,4 60 16 71
001464.png,56 55 68 67
001465.png,13 15 32 32
001466.png,110 26 124 39
001467.png,81 109 94 125
001468.png,108 112 120 124
001469.png,112 64 124 79
001470.png,66 111 79 125
001471.png,17 14 29 27
001472.png,18 59 36 79
001473.png,19 43 29 54
001474.png,27 25 38 37
001475.png,68 1 85 19
001476.png,104 51 126 69
001477.png,99 113 110 123
001478.png,49 35 64 50
001479.png,113 78 123 88
001480.png,99 84 114 99
001481.png,54 29 75 49
001482.png,109 57 122 70
001483.png,23 53 33 63
001484.png,27 30 46 49
001485.png,5 108 15 119
001486.png,20 48 38 67
001487.png,5 12 15 22
001488.png,80 5 90 15
001489.png,109 80 127 99
001490.png,109 46 122 59
001491.png,92 67 107 82
001492.png,5 85 15 96
001493.png,66 110 78 121
001494.png,13 68 27 82
001495.png,13 40 34 57
001496.png,8 40 22 55
001497.png,94 23 110 41
001498.png,93 55 105 67
001499.png,7 42 21 56
001500.png,1 109 19 127
001501.png,95 5 106 15
001502.png,52 54 70 72
001503.png,103 94 118 107
001504.png,86 8 97 19
001505.png,78 63 90 75
001506.png,113 37 123 47
001507.png,57 7 67 18
001508.png,10 67 25 82
001509.png,22 103 35 114
001510.png,27 63 45 80
001511.png,80 112 95 124
001512.png,28 49 39 60
001513.png,58 106 68 117
001514.png,77 100 91 115
001515.png,46 55 60 71
001516.png,60 69 72 81
001517.png,9 28 19 38
001518.png,5 46 22 61
001519.png,48 32 59 43
001520.png,16 38 30 52
001521.png,108 113 119 123
001522.png,9 70 21 82
001523.png,110 74 122 87
001524.png,97 109 115 127
001525.png,95 76 112 89
001526.png,102 35 112 46
001527.png,30 47 46 64
001528.png,81 50 92 61
001529.png,106 5 119 17
001530.png,79 90 94 105
001531.png,13 88 23 98
001532.png,66 100 82 117
001533.png,86 28 97 41
001534.png,93 45 109 61
001535.png,46 90 62 106
001536.png,110 1 126 19
001537.png,92 111 107 125
001538.png,60 106 72 118
001539.png,80 27 98 47
001540.png,109 28 127 43
001541.png,63 70 77 83
001542.png,43 38 56 51
001543.png,98 60 109 72
001544.png,16 79 32 94
001545.png,1 37 19 50
001546.png,3 101 17 119
001547.png,4 34 16 48
001548.png,63 29 73 39
001549.png,52 74 73 92
001550.png,40 110 51 120
001551.png,82 22 94 34
001552.png,98 1 117 19
001553.png,6 101 20 115
001554.png,112 69 124 81
001555.png,96 98 113 116
001556.png,70 98 83 111
001557.png,4 35 16 48
001558.png,14 107 24 118
001559.png,39 2 56 18
001560.png,77 8 89 19
001561.png,31 2 46 18
001562.png,51 101 62 112
001563.png,108 97 120 110
001564.png,29 8 44 22
001565.png,37 79 52 95
001566.png,109 7 127 25
001567.png,32 109 47 127
001568.png,92 28 105 41
001569.png,4 59 16 71
001570.png,46 112 61 124
001571.png,33 60 45 71
001572.png,2 50 18 65
001573.png,94 18 107 31
001574.png,49 33 59 43
001575.png,84 62 98 76
001576.png,83 40 96 52
001577.png,92 65 105 80
001578.png,63 33 76 46
001579.png,0 40 20 58
001580.png,104 2 120 18
001581.png,104 96 114 107
001582.png,1 64 19 82
001583.png,71 78 82 88
001584.png,111 91 125 106
001585.png,71 56 87 72
001586.png,84 25 98 39
001587.png,4 82 16 95
001588.png,5 43 15 53
001589.png,16 72 26 82
001590.png,15 11 30 25
001591.png,37 53 51 68
001592.png,85 1 102 19
001593.png,95 4 107 16
001594.png,65 78 76 90
001595.png,39 5 52 18
001596.png,61 52 76 68
001597.png,111 24 125 38
001598.png,99 108 115 121
001599.png,25 34 36 44
001600.png,113 82 123 93
001601.png,88 88 100 101
001602.png,41 23 56 38
001603.png,75 70 88 82
001604.png,22 73 38 90
001605.png,29 3 44 17
001606.png,64 80 80 99
001607.png,35 107 53 124
001608.png,7 98 19 109
001609.png,11 95 27 111
001610.png,11 5 22 15
001611.png,33 57 46 69
001612.png,94 88 107 100
001613.png,56 96 72 111
001614.png,46 103 61 119
001615.png,60 97 73 110
001616.png,33 7 45 18
001617.png,5 10 15 22
001618.png,77 68 90 82
001619.png,90 67 103 80
001620.png,29 71 39 81
001621.png,18 95 33 108
001622.png,70 25 83 38
001623.png,22 83 32 93
001624.png,86 65 100 78
001625.png,74 67 93 85
001626.png,102 52 113 64
001627.png,2 92 18 106
001628.png,19 19 31 31
001629.png,110 90 126 103
001630.png,99 108 112 122
001631.png,66 43 79 56
001632.png,96 42 111 55
001633.png,21 49 34 65
001634.png,77 102 90 115
001635.png,85 49 95 59
001636.png,66 36 82 51
001637.png,71 29 81 39
001638.png,108 50 128 70
001639.png,3 43 17 59
001640.png,111 3 125 17
001641.png,112 85 124 96
001642.png,90 88 102 101
001643.png,65 15 85 31
001644.png,87 11 102 25
001645.png,13 4 24 16
001646.png,66 49 77 60
001647.png,82 48 95 61
001648.png,4 59 16 71
001649.png,36 32 46 42
001650.png,36 65 48 76
001651.png,103 112 114 124
001652.png,27 86 42 101
001653.png,95 44 114 62
001654.png,2 17 18 33
001655.png,19 79 35 95
001656.png,103 3 119 20
001657.png,56 73 69 85
001658.png,3 5 18 18
001659.png,20 15 36 30
001660.png,26 60 44 80
001661.png,37 8 47 19
001662.png,72 42 87 56
001663.png,85 94 105 114
001664.png,104 65 117 78
001665.png,104 92 114 102
001666.png,10 109 27 127
001667.png,112 104 124 116
001668.png,84 53 103 70
001669.png,51 20 69 36
001670.png,25 79 42 95
001671.png,16 73 27 84
001672.png,110 89 125 102
001673.png,44 111 62 125
001674.png,70 0 87 20
001675.png,93 43 108 58
001676.png,26 29 42 45
001677.png,74 22 84 32
001678.png,2 62 18 79
001679.png,110 45 126 64
001680.png,2 94 18 111
001681.png,8 21 20 32
001682.png,7 50 23 66
001683.png,55 99 71 115
001684.png,86 95 105 116
001685.png,71 3 85 17
001686.png,2 52 18 65
001687.png,4 25 16 36
001688.png,87 4 100 16
001689.png,26 109 41 127
001690.png,32 113 43 123
001691.png,96 40 112 57
001692.png,52 17 68 34
001693.png,64 75 80 88
001694.png,113 5 123 15
001695.png,2 79 18 97
001696.png,37 112 49 124
001697.png,105 44 115 54
001698.png,63 17 77 32
001699.png,5 15 15 25
001700.png,8 12 25 30
001701.png,1 78 19 95
001702.png,21 46 35 62
001703.png,48 98 62 114
001704.png,7 59 19 73
001705.png,64 100 79 116
001706.png,98 4 110 16
001707.png,72 21 86 38
001708.png,39 13 49 24
001709.png,4 59 16 70
001710.png,91 104 104 121
001711.png,103 41 113 52
001712.png,11 100 22 111
001713.png,33 67 49 83
001714.png,75 82 94 99
001715.png,112 3 124 17
001716.png,70 37 87 53
001717.png,29 24 39 35
001718.png,63 99 74 110
001719.png,0 73 19 89
001720.png,46 86 59 97
001721.png,4 28 21 45
001722.png,3 86 17 101
001723.png,111 94 126 107
001724.png,81 110 94 126
001725.png,6 18 18 30
001726.png,2 3 18 20
001727.png,10 111 27 125
001728.png,60 66 73 78
001729.png,49 2 67 18
001730.png,19 112 30 124
001731.png,86 76 105 93
001732.png,17 73 30 85
001733.png,98 110 113 126
001734.png,0 2 20 18
001735.png,84 44 99 58
001736.png,33 5 44 15
001737.png,38 59 48 69
001738.png,101 91 117 109
001739.png,63 93 79 110
001740.png,62 79 80 93
001741.png,59 76 70 87
001742.png,42 3 55 17
001743.png,10 43 27 59
001744.png,102 60 114 71
001745.png,101 71 118 88
001746.png,4 79 16 92
001747.png,27 112 41 124
001748.png,100 40 115 57
001749.png,11 100 22 111
001750.png,5 104 22 118
001751.png,30 49 41 60
001752.png,103 49 124 69
001753.png,21 11 41 31
001754.png,40 39 61 57
001755.png,62 27 75 40
001756.png,62 34 73 45
001757.png,48 23 62 36
001758.png,106 113 116 123
001759.png,90 62 100 72
001760.png,17 95 33 110
001761.png,29 37 44 53
001762.png,80 33 91 44
001763.png,24 59 34 69
001764.png,46 8 62 24
001765.png,96 15 110 29
001766.png,77 36 91 54
001767.png,15 110 33 126
001768.png,2 66 18 83
001769.png,5 40 15 50
001770.png,96 5 113 22
001771.png,38 54 49 65
001772.png,16 99 27 110
001773.png,13 108 32 126
001774.png,37 17 50 31
001775.png,59 23 81 45
001776.png,90 111 104 125
001777.png,5 23 24 42
001778.png,68 61 80 71
001779.png,54 18 73 39
001780.png,3 112 17 124
001781.png,103 49 113 59
001782.png,53 22 72 40
001783.png,58 88 70 100
001784.png,70 73 88 95
001785.png,2 89 18 105
001786.png,63 61 75 73
001787.png,89 37 105 52
001788.png,111 56 125 70
001789.png,90 89 101 100
001790.png,90 18 103 31
001791.png,43 25 65 41
001792.png,3 47 17 61
001793.png,25 64 37 76
001794.png,79 5 89 15
001795.png,2 77 18 93
001796.png,88 5 99 15
001797.png,112 9 124 23
001798.png,7 100 21 113
001799.png,23 7 33 17
001800.png,63 102 80 120
001801.png,46 91 63 107
001802.png,77 1 95 20
001803.png,34 4 45 16
001804.png,113 84 123 96
001805.png,77 90 89 102
001806.png,69 46 82 59
001807.png,21 57 36 72
001808.png,27 22 39 33
001809.png,62 54 73 65
001810.png,4 18 16 31
001811.png,50 78 69 97
001812.png,56 91 68 103
001813.png,21 76 40 94
001814.png,5 57 15 67
001815.png,113 95 123 106
001816.png,16 6 35 23
001817.png,88 28 107 47
001818.png,99 48 118 64
001819.png,25 80 40 96
001820.png,112 37 124 49
001821.png,33 33 50 47
001822.png,21 9 32 20
001823.png,71 78 86 92
001824.png,59 38 72 53
001825.png,69 100 79 110
001826.png,96 18 108 30
001827.png,49 63 61 75
001828.png,70 64 81 75
001829.png,110 24 126 40
001830.png,98 71 116 90
001831.png,93 111 105 125
001832.png,32 96 45 109
001833.png,113 67 123 77
